manufacturer,date,customer,dealer,order_number,amount
Front of the House,4/9/2015,Island Hotel Company,Edward Don,611590,"9,345.54 "
Front of the House,4/9/2015,WDW Main Street North Foods,Edward Don,611592,484.80 
Front of the House,4/9/2015,Roccos Tacos $ Taquila Bar-W Palm,Edward Don,611594,517.20 
Front of the House,4/9/2015,Johnnie Browns,Edward Don,611599,116.28 
Front of the House,4/9/2015,American Girl Orlando,Edward Don,611600,134.40 
Front of the House,4/9/2015,Puff N Stuff Catering ,"Louis Wohl and Sons, Inc. ",611706,350.16 
Front of the House,4/9/2015,Walt Disney World Swan,Walt Disney World Swan,611711,150.00 
Front of the House,4/9/2015,Delano Hotel,General Hotel,611748,265.20 
Front of the House,4/9/2015,The Breakers Hotel 1711,R.W. Smith & Co.,611625,"1,082.88 "
Front of the House,4/9/2015,Puff N Stuff Catering ,"Louis Wohl and Sons, Inc. ",611706,350.16 
Front of the House,4/10/2015,Central Florida Regional Hospital,Edward Don,611821,59.40 
Front of the House,4/10/2015,Roccos Tacos and Tequila Bar - Orlando,Edward Don,611830,155.16 
Front of the House,4/10/2015,WDW DCL Fantasy Cruise,Edward Don,611835,57.24 
Front of the House,4/10/2015,Clearwater Beach Marriott Stes,Edward Don,611845,425.76 
Front of the House,4/10/2015,Iguana Mia Inc Commissary Ktch,Edward Don,611854,"7,797.60 "
Front of the House,4/10/2015,Tampa Yacht & Country Club,Edward Don,611881,74.16 
Front of the House,4/10/2015,Seminole Hard Rock Hotel and Casino,Edward Don,611847,238.48 
Front of the House,4/10/2015,American Food Equipment,American Food Equipment,611817,500.76 
Front of the House,4/10/2015,American Food Equipment,American Food Equipment,611820,523.80 
Front of the House,4/10/2015,Culinary Convenience,Culinary Convenience,611823,281.52 
Front of the House,4/13/2015,WDW Contemporary Front Office,Edward Don,611959,"1,351.80 "
Front of the House,4/13/2015,La Veinte,Supplies On The Fly,612014,30.00 
Front of the House,4/13/2015,Tampa Yacht & Country Club,Edward Don,612018,370.50 
Front of the House,4/13/2015,Breakers Hotel,"Louis Wohl and Sons, Inc. ",611972,"1,233.48 "
Front of the House,4/13/2015,Le Basque Holding LLC,Culinary Convenience,612035,133.20 
Front of the House,4/10/2015,National Marine Suppliers,National Marine Suppliers,612034,221.94 
Front of the House,4/13/2015,Kansas Marine-Florida,Kansas Marine-Florida,611970,"4,557.00 "
Myco Tableware,1/13/2015,BLT Steak Betsy Hotel,Edward Don,21207,268.00 
Myco Tableware,1/13/2015,Merlino's,Wolfe Hospitality,21212,216.00 
Myco Tableware,1/14/2015,Ann-Marie Guglieri,Wolfe Hospitality,21217,16.00 
Myco Tableware,1/16/2015,GG S Waterfront Bar and Grill,Edward Don,21224,76.80 
Myco Tableware,1/16/2015,Conrad Miami,Edward Don,21225,52.00 
Myco Tableware,1/19/2015,WDW Yacht & Beach Club Resort,Edward Don,21233,76.80 
Myco Tableware,1/20/2015,Island Hotel Company,General Hotel,21255,153.60 
Myco Tableware,1/21/2015,Hilton cocoa Beach,Edward Don,21242,30.00 
Myco Tableware,1/21/2015,Thistle Lodge TPL,Edward Don,21254,72.00 
Myco Tableware,1/28/2015,Intercontinental Miami,Edward Don,21273,496.80 
Myco Tableware,1/28/2015,PGA National Resort,Edward Don,21283,416.00 
Myco Tableware,1/28/2015,Culinary Convenience,Wolfe Hospitality,21287,487.20 
Myco Tableware,1/29/2015,Omni Amelia Island,Edward Don,21294,40.00 
Myco Tableware,1/29/2015,Restaurant at Oxford Exchange,Edward Don,21296,230.40 
Myco Tableware,2/2/2015,Hilton Fort Lauderdale Grande,Edward Don,21302,96.00 
Myco Tableware,2/3/2015,PGA National Resort,Edward Don,21311,444.00 
Myco Tableware,2/5/2015,Casa Juancho,Edward Don,21322,134.40 
Myco Tableware,2/5/2015,St. Regis Bal Harbour,Edward Don,21329,787.20 
Myco Tableware,2/9/2015,WDW Crystal Palace,Edward Don,21343,508.80 
Myco Tableware,2/11/2015,Island Hotel Company,General Hotel,21356,230.40 
Myco Tableware,2/11/2015,Epcot United Kingdom,Edward Don,21362,28.80 
Myco Tableware,2/11/2015,WDW Polynesian Hotel,Edward Don,21363,748.80 
Myco Tableware,2/11/2015,WDW Polynesian Hotel,Edward Don,21364,748.80 
Myco Tableware,2/11/2015,WDW Crystal Palace,Edward Don,21365,518.40 
Myco Tableware,2/11/2015,Sheraton Jacksonville,Edward Don,21367,80.00 
Myco Tableware,2/12/2015,Prato,Edward Don,21384,216.00 
Myco Tableware,2/12/2015,Prato,Edward Don,21385,42.00 
Myco Tableware,2/16/2015,Suncoast Manor Retirement,Edward Don,21391,19.20 
Myco Tableware,2/16/2015,Avanti Orlando Resort,Edward Don,21397,38.40 
Myco Tableware,2/17/2015,Pelican Isles Yacht club,"Louis Wohl and Sons, Inc. ",21407,158.40 
Myco Tableware,2/18/2015,WDW Crystal Palace,Edward Don,21417,115.20 
Myco Tableware,2/18/2015,WDW Crystal Palace,Edward Don,21420,115.20 
Myco Tableware,2/18/2015,WDW DCL Magic,Edward Don,21423,288.00 
Myco Tableware,2/19/2015,Ocean Reef Club,Edward Don,21432,384.00 
Myco Tableware,2/23/2015,WDW Yacht & Beach Club Resort,Edward Don,21447,124.80 
Myco Tableware,3/4/2015,Jupiter Hills Club Inc,Edward Don,21493,30.00 
Myco Tableware,3/4/2015,Solvang Gardens Lodge,Wolfe Hospitality,21496,198.00 
Myco Tableware,3/4/2015,Hilton Orlando Bonnet Creek,Edward Don,21498,345.60 
Myco Tableware,3/16/2015,Golf Lodge at the Quarry ,Edward Don,21514,124.80 
Myco Tableware,3/16/2015,Universal Studios B-4,Wolfe Hospitality,21526,"1,200.00 "
Myco Tableware,3/17/2015,Raglan Road Irish Pub,Edward Don,21539,268.80 
Myco Tableware,3/17/2015,Country Club @ Woodfield,Edward Don,21541,108.00 
Myco Tableware,3/17/2015,Orange Blossom Hills Country Club,Edward Don,21546,268.80 
Myco Tableware,3/17/2015,WDW DCL Magic,Edward Don,21551,288.00 
Myco Tableware,3/17/2015,Dunes Golf & Tennis Club,Edward Don,21558,28.80 
Myco Tableware,3/17/2015,Sheraton Safari,Edward Don,21559,192.00 
Myco Tableware,3/17/2015,Freedom Point,Edward Don,21563,594.00 
Myco Tableware,3/17/2015,Epic Hotel,Edward Don,21565,208.00 
Myco Tableware,3/17/2015,St. Regis Bal Harbour,Edward Don,21567,230.40 
Myco Tableware,3/18/2015,WDW Epcot Norway Restaurant,Edward Don,21582,230.40 
Myco Tableware,3/24/2015,EAU Palm Beach Resort & Spa,Edward Don,21602,432.00 
Myco Tableware,3/25/2015,WDW Animal Kingdom Lodge,Edward Don,21617,40.32 
Myco Tableware,3/25/2015,BLT Steak Betsy Hotel,Edward Don,21618,44.00 
Myco Tableware,3/26/2015,BLT Steak Betsy Hotel,Edward Don,21622,144.00 
Myco Tableware,3/26/2015,BLT Steak Betsy Hotel,Edward Don,21623,56.00 
Myco Tableware,3/26/2015,Universal Studios,Wolfe Hospitality,21626,288.00 
Myco Tableware,3/27/2015,Streamsong Resort Lodge,Edward Don,21633,600.00 
Myco Tableware,3/27/2015,Avanti Orlando Resort,Edward Don,21637,57.60 
Myco Tableware,3/27/2015,Candy Apple Cafe Chefs Garden,Edward Don,21638,51.20 
Myco Tableware,3/27/2015,GG S Waterfront Bar and Grill,Edward Don,21651,76.80 
Myco Tableware,3/27/2015,Raglan Road Irish Pub,Edward Don,21652,230.40 
Myco Tableware,3/27/2015,Warsaw Coffee Company,Edward Don,21653,76.80 
Myco Tableware,10/1/2014,Wyndham Grand Jupiter,Edward Don,20627,"10,252.00 "
Myco Tableware,10/3/2015,Cigar City Brew Pub,Edward Don,20648,115.20 
Myco Tableware,10/8/2014,Wyndham Grand Jupiter,Edward Don,20670,988.00 
Myco Tableware,10/13/2014,WDW DCL Dream,Edward Don,20682,36.00 
Myco Tableware,10/13/2014,WDW DCL Dream,Edward Don,20683,72.00 
Myco Tableware,10/13/2014,Avanti Orlando Resort,Edward Don,20687,28.80 
Myco Tableware,10/14/2014,WDW Boardwalk Resort,Edward Don,20702,56.00 
Myco Tableware,10/14/2014,WDW All Star Sports,Edward Don,20709,38.40 
Myco Tableware,10/14/2014,WDW Crystal Palace,Edward Don,20723,230.40 
Myco Tableware,10/16/2014,Prato,Edward Don,20742,30.00 
Myco Tableware,10/16/2014,Mayo Clinic Waycross Food Services,Edward Don,20744,150.40 
Myco Tableware,10/17/2014,Walsdorf Astoria Golf Club,Edward Don,20752,160.00 
Myco Tableware,10/20/2014,WDW Crystal Palace,Edward Don,20758,135.20 
Myco Tableware,10/20/2014,W South Beach Hotel,Edward Don,20759,316.80 
Myco Tableware,10/20/2014,Epic Hotel,Edward Don,20763,260.00 
Myco Tableware,10/22/2014,WDW Crystal Palace,Edward Don,20774,249.60 
Myco Tableware,10/22/2014,Country Club @ Woodfield,Edward Don,20783,38.00 
Myco Tableware,10/24/2014,Edward Don,Edward Don,20791,259.20 
Myco Tableware,10/24/2014,Freedom Point,Edward Don,20792,716.00 
Myco Tableware,10/28/2014,WDW Yacht & Beach Club Resort,Edward Don,20818,144.00 
Myco Tableware,10/28/2014,Edward Don,Edward Don,20820,172.80 
Myco Tableware,10/30/2014,The Foxy Brown,Edward Don,20830,104.00 
Myco Tableware,10/30/2014,Edward Don,Edward Don,20833,72.00 
Myco Tableware,11/1/2014,Ocean Reef Club,Edward Don,20843,528.00 
Myco Tableware,11/3/2014,WDW Yacht & Beach Club Resort,Edward Don,20846,316.80 
Myco Tableware,11/3/2014,Mease Hospital Dunedin,Edward Don,20849,90.00 
Myco Tableware,11/4/2014,Edward Don,Edward Don,20858,230.40 
Myco Tableware,11/6/2014,Casa D'Angelo Boca,Edward Don,20880,244.80 
Myco Tableware,11/6/2014,Holiday Inn,Edward Don,20881,228.00 
Myco Tableware,11/10/2014,The Club at Boca Pointe,Wolfe Hospitality,1276,216.00 
Myco Tableware,11/11/2014,Palma Ceia Golf Club,Edward Don,20897,244.80 
Myco Tableware,11/11/2014,W South Beach Hotel,Edward Don,20899,528.00 
Myco Tableware,11/12/2014,Palma Ceia Golf Club,Edward Don,20902,183.60 
Myco Tableware,11/12/2014,Wildcat Run Golf and CC Assoc.,Edward Don,20907,29.60 
Myco Tableware,11/12/2014,St. Andrews Club,Edward Don,20920,120.00 
Myco Tableware,11/12/2014,Birchwood Inn,Edward Don,20922,460.80 
Myco Tableware,11/13/2014,Miami Beach Convention Center,Wolfe Hospitality,1282,"3,756.00 "
Myco Tableware,11/13/2014,WDW Grand Floridian ,Edward Don,20930,"1,497.60 "
Myco Tableware,11/13/2014,WDW Boardwalk Resort,Edward Don,20933,384.00 
Myco Tableware,11/14/2014,WDW Crystal Palace,Edward Don,20937,384.00 
Myco Tableware,11/18/2014,GG S Waterfront Bar and Grill,Edward Don,20946,384.00 
Myco Tableware,11/18/2014,Orchid Island Golf Beach Club,Edward Don,20947,129.60 
Myco Tableware,11/18/2014,Thistle Lodge TPL,Edward Don,20948,36.00 
Myco Tableware,11/20/2014,WDW Crystal Palace,Edward Don,20965,441.60 
Myco Tableware,11/20/2014,Edward Don,Edward Don,20969,"3,036.00 "
Myco Tableware,11/20/2014,Point Orlando Resort,Edward Don,20970,48.00 
Myco Tableware,11/20/2014,Floridays Orlando Resort,Edward Don,20971,60.00 
Myco Tableware,11/26/2014,Station House St. Petersburg,Edward Don,20990,41.60 
Myco Tableware,12/4/2014,Tamarind Cove Hotel,Edward Don,21016,20.00 
Myco Tableware,12/5/2014,Edward Don,Edward Don,21026,811.20 
Myco Tableware,12/5/2014,Palma Ceia Golf Club,Edward Don,21028,550.80 
Myco Tableware,12/5/2014,Avanti Orlando Resort,Edward Don,21029,28.80 
Myco Tableware,12/5/2014,Raglan Road Irish Pub,Edward Don,21033,246.40 
Myco Tableware,12/8/2014,WDW DCL Dream,Edward Don,21039,216.00 
Myco Tableware,12/8/2014,Cigar City Brew Pub,Edward Don,21041,64.00 
Myco Tableware,12/8/2014,San Luis Creek Lodge,Wolfe Hospitality,1288,80.00 
Myco Tableware,12/8/2014,Life Care of Orlando,Edward Don,21045,80.00 
Myco Tableware,12/8/2014,Timuquana Country Club,Edward Don,21046,230.40 
Myco Tableware,12/8/2014,Epic Hotel,Edward Don,21047,416.00 
Myco Tableware,12/8/2014,Tom Weadock III,Wolfe Hospitality,1290,120.00 
Myco Tableware,12/10/2014,Station House St. Petersburg,Edward Don,21057,441.60 
Myco Tableware,12/10/2014,Hard Rock Cafe and Restaurant,Edward Don,21065,115.20 
Myco Tableware,12/12/2014,Edward Don,Edward Don,21077,585.60 
Myco Tableware,12/12/2014,Edward Don,Edward Don,21078,"1,171.20 "
Myco Tableware,12/16/2014,Hilton Orlando Bonnet Creek,Edward Don,21090,134.40 
Myco Tableware,12/16/2014,Colony Hotel,Edward Don,21092,118.40 
Myco Tableware,12/19/2014,Culinary Convenience,Wolfe Hospitality,21108,"1,927.20 "
Myco Tableware,12/19/2014,PGA National Resort,Edward Don,21110,928.00 
Myco Tableware,12/24/2014,BLT Steak Betsy Hotel,Edward Don,21141,61.60 
Myco Tableware,12/24/2014,Market 17,Edward Don,21146,79.20 
Myco Tableware,12/24/2014,WDW Crystal Palace,Edward Don,21147,230.40 
Myco Tableware,12/29/2014,Royal Poinciana Club,Edward Don,21149,32.00 
Myco Tableware,12/29/2014,WDW DCL Wonder,Edward Don,21151,10.40 
Myco Tableware,12/31/2014,W South Beach Hotel,Edward Don,21158,316.80 
Front of the House,4/13/2015,Atalntic Distributors Inc,Atlantic Distributors Inc,612118,291.12 
Front of the House,4/13/2015,General Hotel,General Hotel,612120,71.04 
Front of the House,4/13/2015,Tomson Hospitality,Tomson Hospitality,612121,"1,404.84 "
Front of the House,4/13/2015,Winsor Club Inc,Edward Don,612070,112.74 
Front of the House,4/13/2015,Shore Diner,Edward Don,612075,77.52 
Front of the House,4/13/2015,Sheraton Safair,Edward Don,612076,597.60 
Front of the House,4/13/2015,American Food Equipment,American Food Equipment,612139,864.12 
Front of the House,4/13/2015,Casa Marina,Edward Don,612080,271.44 
Front of the House,4/13/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,612144,150.00 
Front of the House,4/13/2015,WDW Yacht & Beach Club Resort,Edward Don,612083,218.88 
Front of the House,4/13/2015,WDW Yacht & Beach Club Resort,Edward Don,612085,528.72 
Front of the House,4/13/2015,Indigenous,Edward Don,612091,48.72 
Front of the House,4/14/2015,The Breakers Hotel,R.w. Smith & Co.,612151,50.99 
Front of the House,4/13/2015,Trump Natl Gold Club Jupiter,Edward Don,612096,79.56 
Front of the House,4/13/2015,WDW Hollywood Studios Backlot,Edward Don,612097,67.44 
Front of the House,4/8/2015,Tampa Distribution,TriMark Strategic Equip. & Corp.,611493,"1,088.40 "
Front of the House,4/10/2015,Spoto's Oyster Bar Stuart,The Wasserstrom,611912,405.60 
Front of the House,4/6/2015,The Wasserstrom,The Wasserstrom,611050,"3,469.24 "
Front of the House,4/14/2015,The Wasserstrom,The Wasserstrom,612235,106.92 
Front of the House,4/14/2015,Umi Francois Lorin,R.w. Smith & Co.,612254,99.00 
Front of the House,4/14/2015,Wall St Cantina,"Louis Wohl and Sons, Inc. ",612280,389.76 
Front of the House,4/14/2015,Brasserie Central,General Hotel,612282,200.64 
Front of the House,4/14/2015,Glenmoor-Life Cafe St. Johns D.I.P.,Edward Don,612304,426.00 
Front of the House,4/9/2015,Walt Disney World Swan,Walt Disney World Swan,611711,150.00 
Front of the House,4/13/2015,Breakers Hotel,"Louis Wohl and Sons, Inc. ",611972,"1,233.48 "
Front of the House,4/14/2015,Sevinch Hospitality,Edward Don,612297,192.24 
Front of the House,4/14/2015,Casa Monica Hotel,Edward Don,612295,200.16 
Front of the House,4/14/2015,N Fla Regional Hops,Edward Don,612292,"1,236.18 "
Front of the House,4/14/2015,Saddlebrook Resorts Inc,Edward Don,612290,164.76 
Front of the House,4/14/2015,WDW Animal Kingdom Lodge,Edward Don,612223,426.00 
Front of the House,4/14/2015,Plymouth Harbor,Edward Don,612224,61.20 
Front of the House,4/14/2015,Lago Mar Hotel,Edward Don,612225,106.08 
Front of the House,4/14/2015,WDW Animal Kingdom Lodge,Edward Don,612226,108.36 
Front of the House,4/14/2015,S-3,Edward Don,612243,215.52 
Front of the House,4/14/2015,Coconuts Bahama Grill LLC,Edward Don,612244,223.44 
Front of the House,4/14/2015,Creme de la Cocoa,Edward Don,612245,241.20 
Front of the House,4/14/2015,Wa Boca Raton Beach Club,Edward Don,612251,111.84 
Front of the House,4/15/2015,Bavaria Haus,Gordon Food Service,612363,78.48 
Front of the House,4/15/2015,Longboat Key Club,Atlantic Purchasing,612352,548.00 
Front of the House,4/15/2015,Breakers Hotel,"Louis Wohl and Sons, Inc. ",612355,"1,030.92 "
Front of the House,4/15/2015,Westin-Key West,Atlantic Purchasing,612354,313.20 
Front of the House,4/15/2015,General Hotel,General Hotel,612470,76.00 
Front of the House,4/9/2015,Delano Hotel,General Hotel,611748,265.20 
Front of the House,4/10/2015,National Marine Suppliers,National Marine Suppliers,612034,221.94 
Front of the House,4/13/2015,Atalntic Distributors Inc,Atlantic Distributors Inc,612118,291.12 
Front of the House,4/15/2015,Doubletree Resort Orlando,Edward Don,612477,435.60 
Front of the House,4/15/2015,"Creative Breakfast Concepts, Inc","Creative Breakfast Concepts, Inc",612490,850.68 
Front of the House,4/15/2015,Sheraton Suites Plantation,Edward Don,612479,108.72 
Front of the House,4/15/2015,Key West Marriott,Edward Don,612476,64.08 
Front of the House,4/15/2015,Sarasota Yacht Club,Edward Don,612387,106.20 
Front of the House,4/15/2015,Thomas Murphy-The Beach Bistro ,Edward Don,612397,174.24 
Front of the House,4/15/2015,Bonita Bay Trianon Hotel,Edward Don,612398,55.44 
Front of the House,4/15/2015,Mayflower Retirement Center,Edward Don,612399,64.48 
Front of the House,4/15/2015,Town Kitchen Bar,Edward Don,612401,105.12 
Front of the House,4/15/2015,Biscottis Expresso Cafe,Edward Don,612407,567.36 
Front of the House,4/15/2015,WDW Animal Kingdom Lodge,Edward Don,612423,60.00 
Front of the House,4/15/2015,Tavolinos Restaurante,Edward Don,612424,163.44 
Front of the House,4/9/2015,Seminole Blue Plate,US Foods,611636,454.50 
Front of the House,4/9/2015,Seminole Pastry K Chench,US Foods,611658,211.80 
Front of the House,4/15/2015,The Breakers Hotel,R.w. Smith & Co.,612380,715.08 
Front of the House,4/15/2015,Caffe Italia,Supplies On The Fly,612436,188.40 
Front of the House,4/15/2015,Caffe Italia,Supplies On The Fly,612438,188.40 
Front of the House,4/16/2015,Kestrel Liner Agencies,Necker Island,612561,606.29 
Front of the House,4/14/2015,The Perfect Caper KD G,Supplies On The Fly,612259,293.04 
Front of the House,4/14/2015,Improv City Place,The Wasserstrom,612160,73.92 
Front of the House,4/16/2015,Culinary Convenience,Culinary Convenience,612592,140.40 
Front of the House,4/16/2015,Seminole Blue Plate,US Foods,612634,404.16 
Front of the House,4/16/2015,Cafe Tu Tu Tango,US Foods,612641,351.36 
Front of the House,4/16/2015,Sierra Land Group Inc/ Caribe Royale Resort,"Louis Wohl and Sons, Inc. ",612603,593.28 
Front of the House,4/16/2015,Guppy's On The Beach,"Louis Wohl and Sons, Inc. ",612663,85.44 
Front of the House,4/16/2015,General Hotel,General Hotel,612665,105.72 
Front of the House,4/16/2015,The Addison,Cheney Brothers,612666,195.60 
Front of the House,4/16/2015,Walt Disney World Swan,Walt Disney World Swan,612567,252.72 
Front of the House,4/16/2015,Hobnob,Edward Don,612658,51.00 
Front of the House,4/16/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,612691,328.80 
Front of the House,4/16/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,612692,285.90 
Front of the House,4/16/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,612693,208.32 
Front of the House,4/13/2015,Dolphin Hotel Assoc.,Walt Disney World Dolphin Hotel,612144,150.00 
Front of the House,4/14/2015,Wall St Cantina,"Louis Wohl and Sons, Inc. ",612280,389.76 
Front of the House,4/14/2015,Brasserie Central,General Hotel,612282,200.64 
Front of the House,4/15/2015,Breakers Hotel,"Louis Wohl and Sons, Inc. ",612355,"1,030.92 "
Front of the House,4/16/2015,Hilton Singer Island Resort,R.w. Smith & Co.,612519,83.40 
Front of the House,4/16/2015,Diplomat Resort & Spa,Edward Don,612685,141.12 
Front of the House,4/16/2015,Buddah Sky Bar,Edward Don,612681,61.08 
Front of the House,4/16/2015,WDW Contemporary Resort F B,Edward Don,612659,148.20 
Front of the House,4/16/2015,Worthington Country Club,Edward Don,612652,59.88 
Front of the House,4/16/2015,S-3,Edward Don,612648,77.76 
Front of the House,4/17/2015,Buffalo Crossing,Cheney Brothers,612752,597.48 
Front of the House,4/17/2015,Nova Southeastern University C,"Louis Wohl and Sons, Inc. ",612753,"2,996.56 "
Front of the House,4/17/2015,Nova Southeastern University C,"Louis Wohl and Sons, Inc. ",612754,330.60 
Front of the House,4/17/2015,Tomson Hospitality,Tomson Hospitality,612863,180.00 
